nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
9614897,공통업무,"2016년 8월 물순환안전국 하천관리과 업무추진비 공개",김상희,하천관리과,20160909180154,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3868,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614897
9614898,공통업무,"재생정책과 8월 업무추진비 사용 내역",김민우,재생정책과,20160909000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-8618,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614898
9614899,공통업무,"2016년 8월 시민감사옴부즈만위원회 업무추진비 사용내역",박준,시민감사옴부즈만위원회,20160909182216,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3126,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614899
9614900,공통업무,"2016년 8월 행정2부시장 업무추진비 집행내역",신민표,안전총괄과,20160909183409,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시장, 부시장 업무추진비 사용내역",2133-8015,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614900
9614901,공통업무,"2016.8월 한강사업본부 업무추진비 집행내역",박선은,총무과,20160909183656,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3780-0711,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614901
9614902,공통업무,"2016년 8월 기후환경본부 기후변화대응과 업무추진비 집행내역",김은정,기후변화대응과,20160909183835,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3594,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614902
9614903,환경,"주민참여 동네숲(골목길)가꾸기 추진현황(2015)",최우석,조경과,20160909000000,"환경>도시녹화>도시녹화 추진현황>주민참여 동네숲(자투리땅) 가꾸기",02-2133-2113,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614903
9614904,공통업무,"2016년 8월 관광체육국 체육진흥과 업무추진비 집행내역",박근호,체육진흥과,20160909190738,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2735,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614904
9614905,공통업무,"관광사업과 8월 업무추진비 집행내역 공개",강수영,관광사업과,20160909201641,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2774,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614905
9614906,공통업무,"교통전문위원실 업무추진비 집행 내역(2016.8)",조재영,교통전문위원실,20160909205821,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3705-1314,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614906
9614907,공통업무,"2016년 8월 경제진흥본부 소상공인지원과 업무추진비 집행내역",신채연,소상공인지원과,20160909000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-5538,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614907
9614908,공통업무,"인력개발과 8월 업무추진비 집행내역 공개",오환섭,인력개발과,20160909220043,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-5760,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614908
9614909,공통업무,"2016년 8월 시민건강국 생활보건과 업무추진비 집행 내역",이경희,생활보건과,20160909220533,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-7665,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614909
9614910,공통업무,"2016년 8월 인권담당관 업무추진비 집행내역",임덕영,인권담당관,20160909225011,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-6388,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614910
9614911,공통업무," 2016.8월 인재개발원 인재기획과 업무추진비 집행내역 ",안주희,인재기획과,20160910000606,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3488-2036,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614911
9614912,공통업무,"2016년 8월 노원소방서 업무추진비 집행내역",이은화,소방행정과,20160910000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",212(부속실),"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9614912
9628386,공통업무,"2016.8월 관광정책과 업무추진비 집행내역",임영선,관광정책과,20160910145332,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-2809,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9628386
9629384,공통업무,"2016년 8월 도시재생본부 역사도심재생과 업무추진비 사용내역 ",박여은,역사도심재생과,20160910153759,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-8490,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629384
9629385,환경,"2016 도시구조물 벽면녹화사업 추진계획",현호재,조경과,20160910160548,"환경>도시녹화>도시녹화 추진현황>도시구조물 벽면녹화",2133-2123,"CC BY",http://opengov.seoul.go.kr/public/9629385
9629386,공통업무,2016.8월업무추진비공개(디자인정책과),곽현송,디자인정책과,20160910000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2707,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629386
9629387,공통업무,"의회사무처 입법담당관 8월 업무추진비 사용내역 공개",홍현주,"의회사무처 입법담당관",20160910164556,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3705-1171,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629387
9629388,공통업무,"2016년 8월 감사위원회 조사담당관 업무추진비 집행내역",백의성,조사담당관,20160910171747,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3087,"CC BY",http://opengov.seoul.go.kr/public/9629388
9629389,공통업무,"2016. 8월 정보기획담당관 업무추진비 집행내역 ",이주영,정보기획담당관,20160910173859,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2914,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629389
9629390,공통업무,"2016년 8월 체육시설관리사업소 목동사업과 부서운영업무추진비 집행내역",윤희문,목동사업과,20160910203001,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2640-3807,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629390
9629391,공통업무,"2016년 8월 행정1부시장 업무추진비 집행내역",김성균,행정1부시장,20160911100725,"공통업무>업무추진비 사용내역>업무추진비 사용내역>시장, 부시장 업무추진비 사용내역",2133-6106,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629391
9629392,공통업무,"2016년 8월 양천소방서 신월119안전센터 업무추진비 집행내역",박종국,신월119안전센터,20160911105027,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2691-4119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629392
9629393,공통업무,"2016년 8월 광진소방서 행당119안전센터 업무추진비 집행내역",공하복,"광진소방서 행당119안전센터",20160911111053,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2292-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629393
9629649,공통업무,"2016년 8월 도시교통본부 주차계획과 업무추진비 집행내역",박정수,주차계획과,20160911114253,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02)2133-2354,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629649
9629686,공통업무,"16년 8월 경제정책과 업무추진비 사용내역 공개",이규용,경제정책과,20160911164750,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-5220,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629686
9629924,공통업무,"2016년 8월 장애인복지정책과 업무추진비 집행내역 ",김정미,장애인복지정책과,20160912081712,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-7447,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629924
9629926,공통업무,"2016년 8월 인사과 업무추진비 집행내역",유경욱,인사과,20160912094053,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-5705,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629926
9629927,공통업무,"대외협력담당관 업무추진비 사용내역(16년8월)",허선주,대외협력담당관,20160912110632,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6656,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629927
9629928,공통업무,"2016년 8월 은평병원 원무과 업무추진비 집행내역",이지훈-22,"은평병원 원무과",20160912115256,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-300-8012,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629928
9629929,공통업무,"2016. 8월 자연생태과 업무추진비 집행내역",진미진,자연생태과,20160912135908,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2144,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629929
9629930,여성가족,"2016 폐교활용 가족자연체험시설 운영현황",최태훈,교육정책담당관,20160912143156,"여성가족>가족정책>가족체험시설>지방폐교 활용 가족 자연체험시설 현황",2133-3926,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629930
9629931,주택도시계획,"사전협상 운영지침(2016.8.5)",주명수,공공개발센터,20160912000000,주택도시계획>도시계획>사전협상제도>업무지침,2133-8356,"CC BY",http://opengov.seoul.go.kr/public/9629931
9629932,공통업무,"2016년 8월 박물관과 시책업무추진비 사용 내역",김현정,박물관진흥과,20160912144604,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-4186,"CC BY",http://opengov.seoul.go.kr/public/9629932
9629933,주택도시계획,"사전협상형 지구단위계획수립기준(2016.8.5)",주명수,공공개발센터,20160912144743,"주택도시계획>도시계획>사전협상제도>사전협상형 지구단위수립기준",2133-8356,"CC BY",http://opengov.seoul.go.kr/public/9629933
9629934,공통업무,"시의회사무처 예산결산특별위원회 8월 업무추진비 사용 내역",강영심,예산결산특별전문위원실,20160912150438,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3705-1253,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629934
9629958,공통업무,"2016년 8월 시의회사무처 교육전문위원실 업무추진비 집행내역 ",이재석,교육전문위원실,20160912154011,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3705-1037,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629958
9629959,주택도시계획,"2025 서울특별시 도시주거환경정비기본계획",강창호,공동주택과,20160912000000,"주택도시계획>공동주택>공공주택 재건축 기본계획>공공주택 재건축 기본계획",02-2133-7137,"CC BY",http://opengov.seoul.go.kr/public/9629959
9629960,주택도시계획,"2016년 아파트 마을만들기 사업계획 및 추진현황",이학천,공동주택과,20160912160800,"주택도시계획>공동주택>아파트 마을만들기 사업추진 현황>아파트 마을만들기 사업계획 및 추진현황",2133-7134,"CC BY",http://opengov.seoul.go.kr/public/9629960
9629961,공통업무,"2016.8월 광진소방서 예방과 부서운영 업무추진비",조현주,예방과,20160912162026,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-454-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629961
9629962,공통업무,"시의회사무처 8월 업무추진비 공개",안수현,예산정책담당관,20160912163310,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3705-1278,"CC BY-ND",http://opengov.seoul.go.kr/public/9629962
9629963,주택도시계획,"민선6기 임대주택 8만호 추진현황",이화섭,임대주택과,20160912164442,"주택도시계획>임대주택>임대주택 개발 공급현황>임대주택 8만호 추진현황","02) 2133-7058","CC BY-ND",http://opengov.seoul.go.kr/public/9629963
9629964,공통업무,"2016년 8월 소방재난본부 재난대응과 업무추진비 집행내역",박은진,재난대응과,20160912175424,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3706-1415,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629964
9629965,주택도시계획,"서울특별시 공동주택 관리규약 준칙",성제인,공동주택과,20160912175909,"주택도시계획>공동주택>공동주택관리규약 표준안>공동주택관리규약 표준안",7288,"CC BY",http://opengov.seoul.go.kr/public/9629965
9629966,공통업무,"2016년 8월 소방재난본부 안전지원과 업무추진비 집행내역",홍수정,안전지원과,20160912182522,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3706-1616,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629966
9629968,주택도시계획,"공동주택 상담실 운영현황 ",김주연,공동주택과,20160912183359,"주택도시계획>공동주택>공동주택 상담실 운영현황>공동주택 상담실 운영현황",02-2133-728,"CC BY",http://opengov.seoul.go.kr/public/9629968
9629969,공통업무,"민생사법경찰단 2016. 8월 업무추진비 내역",강지영,민생사법경찰단,20160912183919,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-8812,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629969
9629970,공통업무,"2016년 8월 일자리노동국 사회적경제과 업무추진비 집행내역",장호진,사회적경제담당관,20160912220429,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-5486,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629970
9629971,공통업무,"도시브랜드담당관 업무추진비 공개(2016.05.)",최영아,도시브랜드담당관,20160913090626,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6189,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629971
9629972,공통업무,"2016.5월 평가담당관 업무추진비 ",김남지,평가담당관,20160913094844,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6928,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629972
9629973,공통업무,"2016년 8월 양천소방서 업무추진비 사용내역(수정)",강정일,소방행정과,20160913095348,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2651-7384,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629973
9629974,안전,"2016년 서울시 9월 재난 및 안전사고 분석·전망",문상인,현장대응단,20160913110704,"안전>재난안전>재난안전사고 분석 및 전망>서울시 월중 재난안전사고 분석 및 전망",02-3706-1731,"CC BY-NC-SA",http://opengov.seoul.go.kr/public/9629974
9629975,공통업무,"2016년 8월 시민소통기획관 시민봉사담당관 업무추진비 사용내역 ",남기훈,시민봉사담당관,20160913111637,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-6466,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9629975
9646544,공통업무,"'16.8월 서부수도사업소 요금과 업무추진비 사용내역",유재준,요금과,20160913183204,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-3589,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9646544
9646545,공통업무,"중부공원녹지사업소 시설과 2016년 07월 업무추진비 집행내역공개",박향숙,시설과,20160913185328,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3783-5965,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9646545
9646546,공통업무,"중부공원녹지사업소 시설과 2016년 08월 업무추진비 집행내역공개",박향숙,시설과,20160913185652,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3783-5965,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9646546
9646547,공통업무,"구로소방서 예방과 업무추진비 내역",정호영-22,"구로소방서 예방과",20160913200842,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2682-5068,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9646547
9646548,공통업무,"구로소방서 예방과 업무추진비 내역",정호영-22,"구로소방서 예방과",20160913201035,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2682-5068,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9646548
9646549,공통업무,"암사119안전센터 6월 업무추진비 집행내역",채수영,암사119안전센터,20160914000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3426-2119,"CC BY",http://opengov.seoul.go.kr/public/9646549
9660894,안전,"2016년 8월 소방활동 현황(화재)",김준식,현장대응단,20160914190302,"안전>재난 현황>화재, 구조, 구급 등 재난발생현황>서울시 월중 화재발생 현황",3706-1723,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9660894
9661756,공통업무,"2016년 7~8월 서울시립대학교 기획과 업무추진비 집행내역",이원배,기획과,20160919092537,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",6490-6312,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9661756
9661758,공통업무,"양천소방서 현장대응단 4월 업무추진비 공개",배민호,양천소방서,20160919104616,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2643-4119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9661758
9661759,공통업무,"양천소방서 현장대응단 5월 업무추진비 공개",배민호,양천소방서,20160919105521,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2643-4119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9661759
9661760,공통업무,"양천소방서 현장대응단 6월 업무추진비 공개",배민호,양천소방서,20160919105613,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2643-4119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9661760
9661761,공통업무,"양천소방서 현장대응단 7월 업무추진비 공개",배민호,양천소방서,20160919105812,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2643-4119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9661761
9662118,공통업무,"2016년 4월 고덕119안전센터 업무추진비 공개",장봉수,고덕119안전센터,20160919113537,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-426-0431,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662118
9662119,공통업무,"2016년 5월 고덕119안전센터 업무추진비 공개",장봉수,고덕119안전센터,20160919114019,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-426-0431,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662119
9662120,공통업무,"2016년 6월 고덕119안전센터 업무추진비 공개",장봉수,고덕119안전센터,20160919114204,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-426-0431,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662120
9662121,공통업무,"2016년 7월 고덕119안전센터 업무추진비 공개",장봉수,고덕119안전센터,20160919114539,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-426-0431,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662121
9662122,주택도시계획,"서울 공공한옥 위탁자 선정 계획",채한샘,한옥조성과,20160919132820,"주택도시계획>한옥보전관리>한옥 보전 및 진흥계획, 밀집지역 지정현황 등>매입한옥 위탁자 선정계획",0221335581,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662122
9662123,환경,"도로먼지 재비산 방지를 위한 2016년도 도로분진청소 종합계획",손동기,생활환경과,20160919000000,"환경>생활환경 관리>청소종합대책>서울시 도로분진청소 종합계획",2133-3708,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662123
9662124,공통업무,"2016년 7월 강동소방서(현장대응단) 업무추진비 공개",조한재,현장대응단,20160919000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-474-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662124
9662125,환경,"서울특별시 도시가스 공급시설 2개년(2016-2017) 공사계획 공고",이정수,녹색에너지과,20160919142242,"환경>집단에너지>집단에너지 사업 추진현황>도시가스 장단기 공급계획",02-2133-3561,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662125
9662126,환경,"서울특별시 도시가스 5개년(2016-2020) 공급계획",이정수,녹색에너지과,20160919142622,"환경>집단에너지>집단에너지 사업 추진현황>도시가스 장단기 공급계획",02-2133-3561,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662126
9662135,공통업무,"복지정책과 8월 업무추진비 사용내역 공개",김정열,복지정책과,20160919161203,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7319,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662135
9662136,공통업무,"2016년 4월 업무추진비 공개",윤영흠,천호119,20160919161708,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-476-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662136
9662137,공통업무,"2016년 5월 천호 업무추진비 공개",윤영흠,천호119,20160919161944,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-476-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662137
9662138,공통업무,"2016년 6월 천호119 업무추진비 공개",윤영흠,천호119,20160919162124,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-476-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662138
9662139,공통업무,"2016년 4월 천호119 업무추진비 공개",윤영흠,천호119,20160919162447,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-476-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662139
9662140,환경,"2016년 건물에너지효율화(BRP) 융자지원사업",유성원,환경정책과,20160919163646,"환경>에너지 절감>에너지 절감사업 추진현황>민간부문 건물에너지효율화사업",2133-3578,"CC BY-ND",http://opengov.seoul.go.kr/public/9662140
9662141,공통업무,"2016년 8월 교통정책과 업무추진비 집행내역",박인근,교통정책과,20160919175753,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2214,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662141
9662142,공통업무,"강동소방서 암사119안전센터 업무추진비 집행내역",채수영,암사119안전센터,20160919195354,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3426-2119,"CC BY",http://opengov.seoul.go.kr/public/9662142
9662144,공통업무,"강동소방서 예방과 4월 업무추진비 집행내역",유종표,예방과,20160920091627,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-473-3119,"CC BY",http://opengov.seoul.go.kr/public/9662144
9662145,공통업무,"강동소방서 예방과 5월 업무추진비 집행내역",유종표,예방과,20160920091923,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-473-3119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662145
9662146,공통업무,"강동소방서 예방과 6월 업무추진비 집행내역",유종표,예방과,20160920092103,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-473-3119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662146
9662147,공통업무,"강동소방서 예방과 7월 업무추진비 집행내역",유종표,예방과,20160920092234,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-473-3119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662147
9662148,공통업무,"2016년 7월 천호119업무추진비 공개",윤영흠,천호119,20160920094910,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-476-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662148
9662149,주택도시계획,"소형주택(30~60m2) 20만호 공급현황",이기택,공동주택과,20160920103401,"주택도시계획>임대주택>임대주택 개발 공급현황>소형주택 공급활성화 및 수급관리 현황",7138,"CC BY",http://opengov.seoul.go.kr/public/9662149
9662150,공통업무,"업무추진비 사용 내역",한상훈,길동119안전센터,20160920112532,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",487-6119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662150
