who	Newbie	Age	Gender	Household Income	Sexual Preference	Country	Education Attainment	Major Occupation	Marital Status	Years on Internet
id84859	0	50	Male	$20-29	Transgender	Vermont	Masters	Professional	Other	1-3 yr
id71683	1	55	Male	$30-39	NA	Missouri	Some College	Other	Single	6-12 mo
id88501	0	28	Male	$20-29	Bisexual	Washington	Masters	Education	Married	Over 7 yr
id75337	0	32	Female	$50-74	Bisexual	Massachusetts	Masters	Management	Married	4-6 yr
id63464	1	49	Male	NA	Heterosexual	Oregon	College	Professional	Married	Under 6 mo
id76985	0	27	Male	$75-99	Heterosexual	Georgia	College	Professional	Married	1-3 yr
id85969	0	NA	Male	NA	NA	Oklahoma	Other	Other	NA	1-3 yr
id83753	0	NA	Male	NA	Heterosexual	Michigan	Professional	Professional	Married	4-6 yr
id74828	0	23	Male	$30-39	Bisexual	Tennessee	Some College	Computer	Single	4-6 yr
id81102	0	60	Male	Over $100	Heterosexual	Louisiana	Doctoral	Education	Married	4-6 yr
id81859	0	NA	Male	NA	Gay male	Washington	College	Computer	NA	1-3 yr
id84301	1	NA	Male	NA	Heterosexual	Washington	Special	Professional	Separated	Under 6 mo
id89475	0	23	Male	$20-29	Heterosexual	South Africa	Some College	Computer	Single	1-3 yr
id71668	0	39	Male	$50-74	NA	Colorado	College	Professional	Married	1-3 yr
id72212	0	50	Male	Over $100	Heterosexual	Virginia	Masters	Management	Married	1-3 yr
id75934	0	31	Female	$40-49	NA	Michigan	College	Management	Single	1-3 yr
id77860	0	26	Male	$50-74	Heterosexual	Ontario	Some College	Computer	Other	Over 7 yr
id89476	0	33	Male	$75-99	Heterosexual	California	College	Management	Married	1-3 yr
id89487	0	24	Male	Under $10	NA	Texas	College	Education	Single	1-3 yr
id72688	0	38	Male	$50-74	Heterosexual	Colorado	Masters	Computer	Married	4-6 yr
id86766	0	29	Male	$40-49	Heterosexual	Florida	College	Professional	Married	4-6 yr
id89505	0	26	Female	$30-39	Bisexual	Colorado	Some College	Education	Other	1-3 yr
id72778	1	42	Male	$75-99	Heterosexual	United Kingdom	College	Management	Married	6-12 mo
id74826	0	61	Male	Over $100	Heterosexual	Canada & Mexico	College	Computer	Other	1-3 yr
id77582	0	32	Male	$50-74	Heterosexual	Australia	Some College	Management	Married	1-3 yr
id74866	0	15	Male	NA	na	Kentucky	Grammar	Education	Single	4-6 yr
id83202	0	21	Male	$30-39	Heterosexual	Colorado	Some College	Computer	Single	1-3 yr
id89922	0	45	Male	NA	NA	Maryland	Masters	Professional	Single	4-6 yr
id90196	1	13	Male	NA	Heterosexual	Delaware	Other	Education	Single	6-12 mo
id74467	1	21	Male	$10-19	Heterosexual	Finland	Other	Professional	Other	6-12 mo
id77944	0	33	Male	$10-19	Heterosexual	New York	Masters	Education	Single	4-6 yr
id83928	0	53	Female	$40-49	Heterosexual	Florida	Doctoral	Education	Married	Over 7 yr
id88156	1	55	Female	$20-29	Heterosexual	Virginia	Professional	Professional	Divorced	6-12 mo
id76965	0	37	Male	NA	Heterosexual	Texas	College	Computer	Single	4-6 yr
id77262	0	21	Male	NA	Heterosexual	Brazil	High School	Education	Single	1-3 yr
id79784	0	37	Male	$50-74	Heterosexual	North Carolina	College	Computer	Married	1-3 yr
id72461	1	21	Female	NA	Heterosexual	Louisiana	Some College	Education	Single	6-12 mo
id80470	0	59	Male	$40-49	Heterosexual	Missouri	Some College	Other	Married	1-3 yr
id78515	1	24	Male	$10-19	Heterosexual	Hong Kong	Masters	Computer	Single	6-12 mo
id80367	1	48	Male	NA	NA	Illinois	Masters	Other	Married	Under 6 mo
id82146	0	49	Male	$75-99	NA	Canada & Mexico	Masters	Computer	Married	4-6 yr
id83873	0	60	Male	NA	Heterosexual	South Carolina	Masters	Other	Married	4-6 yr
id83874	0	53	Male	$50-74	Heterosexual	Oregon	Some College	Computer	Married	4-6 yr
id82144	0	23	Female	$40-49	Transgender	Massachusetts	High School	Computer	Other	4-6 yr
id83875	0	19	Female	Under $10	NA	Maryland	Some College	Education	Single	1-3 yr
id82882	0	22	Male	$30-39	Heterosexual	Tennessee	College	Computer	Single	4-6 yr
id89518	0	25	Male	$40-49	Bisexual	Ohio	College	Computer	Single	Over 7 yr
id85623	0	55	Male	Over $100	Heterosexual	Switzerland	Masters	Education	Married	1-3 yr
id89524	1	42	Male	$20-29	Heterosexual	Puerto Rico	Some College	Other	Married	Under 6 mo
id85549	0	NA	Male	NA	Heterosexual	California	Masters	Computer	Married	Over 7 yr
id88494	0	37	Female	$50-74	Heterosexual	California	Other	Professional	Divorced	1-3 yr
id77607	0	51	Male	Over $100	Heterosexual	Washington D.C.	College	Management	Divorced	1-3 yr
id73207	0	23	Male	Under $10	Heterosexual	Australia	College	Computer	Single	1-3 yr
id85082	1	19	Female	NA	Heterosexual	Wisconsin	Some College	Education	Single	Under 6 mo
id89573	0	46	Male	$50-74	Heterosexual	New Jersey	College	Management	Married	1-3 yr
id89661	1	53	Male	$30-39	Heterosexual	Nevada	Other	Education	Married	Under 6 mo
id72090	0	28	Male	$30-39	Heterosexual	Minnesota	Special	Other	Married	1-3 yr
id77791	1	36	Male	$30-39	Heterosexual	Nevada	High School	Other	Separated	6-12 mo
id84011	0	35	Male	$20-29	Heterosexual	Utah	Some College	Computer	Married	1-3 yr
id89580	0	51	Male	Over $100	Heterosexual	Georgia	College	Management	Married	1-3 yr
id73981	0	29	Male	NA	Heterosexual	Illinois	Doctoral	Education	Married	Over 7 yr
id74754	0	25	Male	$50-74	Heterosexual	Virginia	College	Management	Single	1-3 yr
id81718	0	23	Female	$20-29	Heterosexual	Massachusetts	College	Other	Single	4-6 yr
id79019	0	35	Male	$75-99	Heterosexual	Virginia	Masters	Computer	Married	1-3 yr
id78536	0	42	Male	$40-49	Heterosexual	Florida	Some College	Computer	Married	1-3 yr
id89653	0	29	Male	$40-49	Heterosexual	Virginia	College	Computer	Single	4-6 yr
id90265	0	38	Male	$75-99	Heterosexual	Tennessee	Some College	Professional	Separated	1-3 yr
id90152	1	44	Male	NA	Heterosexual	Texas	Some College	Other	Single	6-12 mo
id75155	1	18	Male	NA	Heterosexual	New York	High School	Education	Single	Under 6 mo
id77575	0	47	Male	$50-74	Heterosexual	Ontario	Some College	Computer	Married	Over 7 yr
id89658	0	69	Male	$30-39	Heterosexual	Florida	Masters	Education	Other	1-3 yr
id79344	0	31	Male	$40-49	Heterosexual	California	Special	Computer	Divorced	1-3 yr
id72803	1	65	Male	$75-99	Heterosexual	California	High School	Professional	Married	6-12 mo
id67402	0	47	Male	$50-74	Heterosexual	Maryland	Masters	Computer	Single	4-6 yr
id79736	0	34	Male	$75-99	Heterosexual	New Hampshire	Masters	Professional	Married	4-6 yr
id82523	0	50	Male	NA	NA	Ontario	Some College	Other	Married	4-6 yr
id89687	1	35	Male	$10-19	Heterosexual	Quebec	Some College	Computer	Single	6-12 mo
id80039	0	38	Male	Over $100	Heterosexual	New Jersey	Some College	Management	Married	1-3 yr
id89014	0	35	Male	$75-99	Heterosexual	New Jersey	College	Professional	Married	4-6 yr
id89689	0	55	Male	$50-74	Heterosexual	New York	College	Management	Married	1-3 yr
id89702	0	26	Male	$10-19	Bisexual	Montana	Some College	Computer	Single	4-6 yr
id89706	0	21	Male	Under $10	Heterosexual	New York	College	Education	Single	1-3 yr
id84684	0	28	Male	$50-74	Heterosexual	Nova Scotia	Special	Other	Married	1-3 yr
id86055	1	37	Female	$20-29	Heterosexual	India	Masters	Management	Married	6-12 mo
id88319	0	17	Male	$50-74	Heterosexual	New York	High School	Education	Single	1-3 yr
id82150	0	38	Male	$75-99	Heterosexual	Ontario	Some College	Computer	Married	1-3 yr
id82152	1	43	Female	$50-74	Heterosexual	Washington	Some College	Professional	Married	Under 6 mo
id83448	0	36	Male	$40-49	Heterosexual	Minnesota	College	Professional	Other	4-6 yr
id89549	1	22	Male	Under $10	NA	South Africa	College	Education	Single	Under 6 mo
id89724	0	45	Female	Over $100	Heterosexual	Ontario	Masters	Education	Married	4-6 yr
id89726	0	61	Male	$75-99	Heterosexual	Indiana	Some College	Management	Married	1-3 yr
id89729	0	43	Male	$50-74	Heterosexual	California	Some College	Computer	Married	1-3 yr
id82155	0	32	Male	$50-74	Heterosexual	Australia	Some College	Computer	Married	1-3 yr
id82156	0	NA	Male	NA	Heterosexual	Tennessee	Some College	Professional	Other	1-3 yr
id85510	1	NA	Male	NA	Heterosexual	New York	College	Other	Single	Under 6 mo
id87600	0	28	Male	$20-29	Bisexual	Utah	College	Education	Single	Over 7 yr
id75150	0	23	Female	NA	Heterosexual	California	College	Professional	Single	Over 7 yr
id86908	1	16	Female	$30-39	Heterosexual	Virginia	Grammar	Education	Single	6-12 mo
id89749	1	33	Female	NA	Heterosexual	Florida	Some College	Computer	Married	6-12 mo
id12667	0	42	Male	NA	Heterosexual	New York	College	Professional	Married	4-6 yr
id72094	1	45	Male	$30-39	Heterosexual	Kentucky	Masters	Education	Single	Under 6 mo
id73099	0	25	Male	$10-19	Heterosexual	Arkansas	Some College	Computer	Single	1-3 yr
id74327	0	39	Male	$10-19	Heterosexual	California	Some College	Computer	Married	1-3 yr
id82159	0	17	Male	$40-49	Heterosexual	Arkansas	Grammar	Education	Single	4-6 yr
id88399	0	14	Female	$50-74	Heterosexual	Maryland	High School	Education	Single	1-3 yr
id74938	0	49	Male	Over $100	Heterosexual	Virginia	Doctoral	Professional	Married	4-6 yr
id86607	0	57	Female	Over $100	Heterosexual	New York	Masters	Other	Married	4-6 yr
id89809	0	66	Male	$75-99	Heterosexual	Pennsylvania	Masters	Management	Married	1-3 yr
id78521	0	39	Male	$40-49	Heterosexual	Texas	Professional	Professional	Divorced	1-3 yr
id84794	1	69	Male	NA	Heterosexual	Texas	College	Other	Married	Under 6 mo
id89820	0	22	Male	$40-49	Heterosexual	Finland	Some College	Computer	Other	Over 7 yr
id89839	0	32	Male	NA	NA	Netherlands	Masters	Computer	Other	1-3 yr
id70950	0	NA	Female	$50-74	NA	California	Masters	Computer	Single	Over 7 yr
id82823	0	20	Male	Under $10	Heterosexual	Australia	Some College	Education	Single	1-3 yr
id89866	0	42	Female	$50-74	Heterosexual	Illinois	Masters	Education	Married	4-6 yr
id74833	0	27	Female	$20-29	Heterosexual	Alabama	Some College	Other	Single	1-3 yr
id77193	1	NA	Female	NA	Heterosexual	New York	College	Other	Married	6-12 mo
id74835	0	24	Male	Under $10	Bisexual	Australia	College	Education	Single	1-3 yr
id5614	0	30	Male	$50-74	Heterosexual	Arizona	College	Computer	Divorced	1-3 yr
id68924	0	35	Male	Over $100	Heterosexual	North Carolina	Masters	Professional	Married	1-3 yr
id89068	0	27	Male	NA	Gay male	Florida	Some College	Other	Single	4-6 yr
id89874	1	NA	Male	$40-49	NA	Connecticut	Masters	Education	NA	6-12 mo
id89875	0	54	Male	NA	Heterosexual	New Jersey	Doctoral	Education	Married	Over 7 yr
id75901	0	37	Male	$40-49	Heterosexual	Oklahoma	Some College	Professional	Single	1-3 yr
id75996	1	44	Female	$50-74	Heterosexual	South Carolina	Masters	Education	Married	Under 6 mo
id76225	0	39	Female	$30-39	Heterosexual	Michigan	College	Computer	NA	1-3 yr
id80745	0	27	Male	Over $100	Heterosexual	New York	College	Computer	Married	Over 7 yr
id82890	0	23	Male	Under $10	Heterosexual	Vermont	College	Education	Single	4-6 yr
id84042	0	52	Female	$50-74	Lesbian	Pennsylvania	Doctoral	Education	Other	4-6 yr
id84703	0	21	Male	$30-39	Heterosexual	United Kingdom	College	Computer	Single	4-6 yr
id87527	1	28	Male	$20-29	Heterosexual	Massachusetts	College	Professional	Single	6-12 mo
id89880	0	37	Male	$30-39	Heterosexual	New Hampshire	Some College	Computer	Married	1-3 yr
id89883	0	50	Male	$50-74	Heterosexual	Texas	Some College	Other	Married	1-3 yr
id74669	0	34	Male	$30-39	Heterosexual	Washington D.C.	Professional	Professional	Single	4-6 yr
id77830	0	21	Male	Over $100	Heterosexual	Georgia	Some College	Education	Other	4-6 yr
id78935	0	24	Male	Under $10	Heterosexual	California	Some College	Education	Single	4-6 yr
id87226	1	27	Female	Under $10	NA	Massachusetts	Some College	Education	NA	6-12 mo
id72742	0	47	Female	$50-74	Heterosexual	Ontario	Some College	Computer	Separated	1-3 yr
id78407	0	18	Male	$50-74	Heterosexual	Australia	Some College	Education	Single	1-3 yr
id62402	0	29	Male	$50-74	Bisexual	Washington	College	Computer	Married	4-6 yr
id75962	0	34	Male	$50-74	Heterosexual	Massachusetts	College	Computer	Married	Over 7 yr
id77856	0	36	Male	$50-74	NA	Florida	Masters	Computer	Married	Over 7 yr
id83989	0	28	Male	$40-49	Heterosexual	Nebraska	College	Computer	Married	4-6 yr
id76100	0	20	Male	Over $100	Heterosexual	California	Some College	Education	Single	1-3 yr
id77775	0	46	Female	$75-99	Heterosexual	Florida	Masters	Professional	Married	4-6 yr
id83430	0	41	Female	Over $100	Heterosexual	Washington	Masters	Management	Married	1-3 yr
id83991	0	23	Female	NA	Heterosexual	New York	College	Education	Single	1-3 yr
id89898	0	16	Male	$50-74	Heterosexual	New Zealand	Grammar	Education	Single	4-6 yr
id78528	0	26	Male	$50-74	Gay male	Florida	High School	Professional	Other	Over 7 yr
id83995	0	28	Male	$50-74	Heterosexual	California	College	Computer	Other	4-6 yr
id87954	0	48	Male	NA	Heterosexual	Mississippi	Some College	Professional	Divorced	1-3 yr
id89917	1	24	Female	$50-74	Heterosexual	Florida	College	Management	Other	Under 6 mo
id89937	1	30	Male	$50-74	Heterosexual	British Columbia	Masters	Professional	Other	6-12 mo
id90145	0	46	Female	$50-74	Heterosexual	California	Some College	Management	Married	1-3 yr
id83999	0	24	Male	Under $10	Heterosexual	Germany	Other	Education	Other	1-3 yr
id73523	0	36	Male	Over $100	Heterosexual	California	Professional	Professional	Married	4-6 yr
id74263	0	25	Male	$30-39	Heterosexual	Maryland	College	Computer	Single	Over 7 yr
id74883	0	52	Male	$50-74	Heterosexual	Sweden	Doctoral	Management	Married	4-6 yr
id75258	0	31	Male	$20-29	Heterosexual	Florida	Some College	Computer	Single	Over 7 yr
id84000	0	20	Male	$30-39	Heterosexual	Australia	Some College	Education	Single	1-3 yr
id84003	1	45	Female	$50-74	Heterosexual	Wisconsin	Some College	Other	Married	Under 6 mo
id88400	0	48	Male	Over $100	Heterosexual	California	Masters	Education	Married	Over 7 yr
id84015	0	30	Female	$50-74	NA	Virginia	College	Computer	Single	1-3 yr
id74368	0	53	Male	Over $100	Heterosexual	Michigan	Doctoral	Computer	Married	4-6 yr
id84023	1	19	Female	$30-39	Heterosexual	Michigan	Some College	Education	Single	6-12 mo
id73095	0	21	Female	$10-19	Bisexual	New Hampshire	Some College	Education	Single	1-3 yr
id78083	0	25	Male	$40-49	Heterosexual	Missouri	College	Computer	Married	1-3 yr
id78530	1	49	Female	Over $100	Heterosexual	Ontario	College	Other	Married	Under 6 mo
id77589	1	51	Female	$20-29	Heterosexual	Virginia	College	Other	Divorced	Under 6 mo
id88171	0	25	Female	$40-49	Heterosexual	Massachusetts	College	Professional	Other	1-3 yr
id74846	0	24	Female	$20-29	Heterosexual	California	College	Other	Single	1-3 yr
id75259	0	NA	Female	NA	Heterosexual	Pennsylvania	Grammar	Education	Single	1-3 yr
id75712	0	42	Male	$10-19	Heterosexual	Florida	College	Computer	Other	Over 7 yr
id81041	0	36	Female	$30-39	Heterosexual	Louisiana	Professional	Education	Single	1-3 yr
id83257	0	25	Male	$40-49	Gay male	Australia	Some College	Computer	Other	1-3 yr
id90001	0	22	Male	NA	Heterosexual	Norway	Other	Computer	Other	1-3 yr
id74515	1	39	Female	$50-74	Heterosexual	California	High School	Other	Married	Under 6 mo
id80058	0	NA	Male	NA	NA	Georgia	Masters	Management	NA	1-3 yr
id84034	1	21	Female	NA	Heterosexual	Arizona	Some College	Education	Single	6-12 mo
id88574	0	37	Male	$75-99	NA	Massachusetts	Professional	Professional	Married	Over 7 yr
id90003	1	NA	Female	NA	Heterosexual	Florida	Some College	Other	Other	Under 6 mo
id90007	0	44	Male	$75-99	Heterosexual	Colorado	College	Computer	Married	Over 7 yr
id75355	0	36	Male	NA	Heterosexual	Massachusetts	College	Computer	Married	Over 7 yr
id88277	0	30	Female	$30-39	Heterosexual	United Kingdom	Masters	Other	Married	1-3 yr
id74132	0	21	Female	NA	Bisexual	Washington	Some College	Education	Single	1-3 yr
id90012	0	48	Male	Over $100	Heterosexual	California	College	Management	Single	1-3 yr
id63152	0	33	Male	$75-99	Heterosexual	Georgia	Doctoral	Education	Married	1-3 yr
id82295	0	27	Male	$10-19	Heterosexual	Singapore	College	Computer	Single	1-3 yr
id72890	0	34	Male	$30-39	Heterosexual	British Columbia	College	Computer	Married	Over 7 yr
id73537	0	29	Male	$10-19	Heterosexual	Oklahoma	Some College	Education	Married	1-3 yr
id75659	0	25	Male	$20-29	Heterosexual	France	Masters	Management	Single	1-3 yr
id84055	0	51	Male	Over $100	Heterosexual	Louisiana	Professional	Professional	Married	4-6 yr
id81788	0	35	Male	$50-74	NA	Washington	Some College	Computer	Married	Over 7 yr
id89049	0	47	Female	$40-49	Heterosexual	Texas	Some College	Education	Married	1-3 yr
id74434	0	46	Male	$50-74	Heterosexual	Illinois	Some College	Computer	Married	1-3 yr
id74756	1	25	Male	$30-39	Heterosexual	Belgium	Masters	Professional	Single	Under 6 mo
id76747	1	35	Male	$75-99	Heterosexual	Pennsylvania	Doctoral	Education	Married	6-12 mo
id77592	0	28	Male	$30-39	Heterosexual	South Korea	College	Management	Single	1-3 yr
id85612	1	18	Female	NA	Heterosexual	Texas	High School	Education	Single	Under 6 mo
id75905	1	19	Male	$30-39	Heterosexual	California	High School	Education	Single	Under 6 mo
id76059	0	41	Female	$20-29	Heterosexual	Georgia	Other	Computer	NA	Over 7 yr
id62950	0	34	Male	$75-99	Heterosexual	California	College	Computer	Single	1-3 yr
id90017	1	36	Female	$40-49	Heterosexual	Oregon	Doctoral	Education	Married	6-12 mo
id90018	1	13	Female	NA	Heterosexual	New Hampshire	Grammar	Education	Single	Under 6 mo
id72752	0	28	Male	$20-29	Heterosexual	Colorado	College	Computer	Single	1-3 yr
id85790	1	46	Male	$75-99	Heterosexual	Illinois	Some College	Other	Married	6-12 mo
id88069	0	35	Male	Over $100	Heterosexual	New York	Professional	Professional	Married	1-3 yr
id90019	0	32	Male	$50-74	Heterosexual	Connecticut	Some College	Other	Separated	1-3 yr
id82232	0	49	Male	Over $100	Heterosexual	Ontario	College	Management	Married	1-3 yr
id81845	0	24	Male	$40-49	Heterosexual	Kansas	Some College	Computer	Married	1-3 yr
id74857	0	29	Male	$50-74	Heterosexual	Denmark	Special	Computer	Single	1-3 yr
id87928	0	26	Male	$10-19	NA	Germany	Some College	Education	Single	1-3 yr
id87998	0	53	Female	$30-39	Heterosexual	Minnesota	College	Professional	Separated	1-3 yr
id89545	0	35	Female	$20-29	Lesbian	Florida	Some College	Professional	Married	1-3 yr
id75850	0	27	Male	$50-74	Heterosexual	Alberta	Masters	Professional	Single	1-3 yr
id80815	1	17	Male	NA	Heterosexual	Texas	Grammar	Education	Single	6-12 mo
id90022	0	45	Male	$50-74	Heterosexual	United Kingdom	Doctoral	Education	Married	4-6 yr
id76535	0	18	Male	NA	Heterosexual	Pennsylvania	Some College	Education	Single	1-3 yr
id88034	0	43	Male	$50-74	Heterosexual	Oregon	Masters	Education	Married	Over 7 yr
id90026	0	23	Male	$40-49	Heterosexual	Massachusetts	Masters	Computer	Single	4-6 yr
id75498	1	16	Female	$50-74	Heterosexual	Virginia	Grammar	Education	Single	Under 6 mo
id84125	0	36	Male	$40-49	Heterosexual	New Jersey	Doctoral	Education	Single	Over 7 yr
id85965	0	29	Male	$50-74	Heterosexual	Oklahoma	Professional	Professional	Married	1-3 yr
id87330	0	34	Female	$20-29	Heterosexual	Australia	Some College	Education	Married	1-3 yr
id88157	0	37	Female	$20-29	Heterosexual	New York	College	Computer	Single	1-3 yr
id89012	0	31	Male	$75-99	Heterosexual	Japan	College	Professional	Married	4-6 yr
id72619	0	45	Male	$40-49	Heterosexual	Tennessee	College	Professional	Married	1-3 yr
id73171	0	45	Male	$50-74	Heterosexual	Virginia	Masters	Computer	Single	1-3 yr
id80795	0	44	Female	$50-74	Heterosexual	Washington	Some College	Other	Married	1-3 yr
id75048	1	45	Male	$20-29	Heterosexual	Illinois	Some College	Professional	Married	6-12 mo
id60773	0	43	Male	$50-74	Heterosexual	Texas	Special	Computer	Married	1-3 yr
id82166	1	45	Male	$10-19	Heterosexual	Ohio	Some College	Other	Married	Under 6 mo
id86025	0	28	Male	$10-19	Heterosexual	North Carolina	College	Professional	Single	1-3 yr
id82181	0	21	Male	NA	Heterosexual	Tennessee	Some College	Education	Single	4-6 yr
id86330	0	18	Female	$50-74	Heterosexual	Massachusetts	Some College	Education	Single	1-3 yr
id86969	0	NA	Male	$40-49	Heterosexual	Pennsylvania	College	Management	Single	1-3 yr
id90024	0	23	Male	$10-19	NA	Israel	High School	Computer	Other	Over 7 yr
id72126	1	43	Male	NA	na	Honduras	Some College	Professional	Married	6-12 mo
id74879	0	54	Male	$75-99	Heterosexual	Pennsylvania	Masters	Education	Married	4-6 yr
id77594	0	28	Male	$20-29	Heterosexual	California	Masters	Education	Single	1-3 yr
id78792	0	32	Male	$40-49	NA	Ontario	Some College	Computer	Single	1-3 yr
id87979	1	18	Female	Under $10	Heterosexual	Utah	Some College	Education	Single	Under 6 mo
id73538	0	27	Female	$50-74	Heterosexual	Texas	College	Education	Married	1-3 yr
id74869	1	18	Female	$50-74	Heterosexual	Ohio	High School	Education	Single	6-12 mo
id77361	0	24	Male	$50-74	Heterosexual	New Mexico	High School	Management	Married	Over 7 yr
id69841	0	NA	Male	NA	Heterosexual	Arkansas	College	Computer	Married	1-3 yr
id71765	0	28	Male	Under $10	Heterosexual	Denmark	Masters	Education	NA	1-3 yr
id81848	0	50	Male	$75-99	Heterosexual	Colorado	Special	Computer	Married	4-6 yr
id88158	0	26	Male	Over $100	Heterosexual	Illinois	College	Computer	Married	Over 7 yr
id90058	0	39	Female	$50-74	Heterosexual	Virginia	High School	Other	Married	1-3 yr
id85342	0	30	Male	Under $10	NA	New York	College	Computer	Single	4-6 yr
id90071	0	22	Male	$30-39	Heterosexual	Australia	Some College	Computer	Other	1-3 yr
id90075	0	22	Male	Under $10	Heterosexual	Quebec	Some College	Education	Single	1-3 yr
id90081	0	27	Male	NA	NA	California	College	Computer	Single	Over 7 yr
id89437	0	23	Male	$10-19	Heterosexual	Mississippi	Masters	Education	Single	1-3 yr
id88927	0	23	Female	$20-29	Heterosexual	Oklahoma	Some College	Education	Married	1-3 yr
id90030	0	53	Male	$50-74	Heterosexual	California	Some College	Professional	Married	1-3 yr
id8367	0	47	Male	NA	Heterosexual	Florida	Masters	Education	Married	1-3 yr
id90085	0	24	Female	Under $10	Heterosexual	Oregon	Masters	Education	Single	1-3 yr
id73003	0	27	Female	$40-49	Heterosexual	Colorado	College	Education	Other	1-3 yr
id77596	1	40	Male	$40-49	Heterosexual	Ontario	Masters	Computer	Divorced	6-12 mo
id88561	0	NA	Male	NA	Heterosexual	Arkansas	College	Computer	Married	1-3 yr
id77301	0	45	Male	$50-74	Heterosexual	California	College	Computer	Married	1-3 yr
id82585	0	25	Male	$75-99	NA	Denmark	College	Professional	Single	4-6 yr
id88181	0	35	Male	NA	Gay male	New Zealand	High School	Other	Other	Over 7 yr
id84443	0	32	Male	$30-39	Gay male	Kentucky	College	Professional	Other	1-3 yr
id73903	0	33	Female	NA	Heterosexual	Georgia	College	Professional	Married	1-3 yr
id74762	1	69	Male	$50-74	Heterosexual	Ohio	Doctoral	Professional	Married	Under 6 mo
id78816	0	46	Male	$75-99	Heterosexual	Minnesota	Some College	Professional	Married	1-3 yr
id89511	0	32	Male	$30-39	Heterosexual	New York	College	Computer	Single	Over 7 yr
id73229	0	26	Female	$75-99	Bisexual	Washington D.C.	College	Computer	Other	4-6 yr
id81035	0	25	Male	$30-39	Heterosexual	Pennsylvania	College	Computer	Single	4-6 yr
id82168	0	17	Male	Over $100	Bisexual	Australia	Some College	Computer	Single	1-3 yr
id73802	0	50	Male	$10-19	Heterosexual	Oregon	Some College	Computer	Divorced	1-3 yr
id82656	0	44	Male	$50-74	Heterosexual	Ontario	College	Professional	Married	4-6 yr
id86010	0	42	Male	$10-19	Gay male	Kansas	High School	Professional	Divorced	1-3 yr
id90059	0	46	Female	NA	Heterosexual	Idaho	College	Computer	Married	4-6 yr
id74017	0	24	Male	$20-29	Heterosexual	Utah	College	Education	Married	4-6 yr
id81070	0	53	Male	$50-74	Heterosexual	Washington	High School	Management	Married	1-3 yr
id85791	0	56	Male	Over $100	Heterosexual	California	College	Other	Married	1-3 yr
id88315	0	23	Male	$30-39	Heterosexual	United Kingdom	College	Computer	Single	4-6 yr
id89089	0	17	Female	Over $100	Heterosexual	Italy	High School	Education	Single	1-3 yr
id86075	1	28	Male	$30-39	Heterosexual	California	Special	Professional	Other	Under 6 mo
id90147	1	18	Female	Under $10	Heterosexual	Massachusetts	Some College	Education	Single	6-12 mo
id72863	0	30	Male	$50-74	Heterosexual	Pennsylvania	Professional	Professional	Married	4-6 yr
id71588	0	27	Male	$50-74	Heterosexual	New York	College	Computer	Other	1-3 yr
id86158	0	39	Male	$40-49	Gay male	Florida	Masters	Professional	Other	1-3 yr
id82411	0	41	Male	NA	Heterosexual	Oregon	Masters	Professional	Married	1-3 yr
id77335	1	63	Female	$40-49	Heterosexual	Australia	Special	Professional	Widowed	6-12 mo
id78448	0	NA	Female	$30-39	Heterosexual	Virginia	Some College	Computer	Divorced	1-3 yr
id74766	0	49	Male	$30-39	Heterosexual	Washington	Some College	Other	Other	1-3 yr
id10396	0	50	Female	$50-74	Heterosexual	Oregon	College	Professional	Married	4-6 yr
id81071	0	28	Male	$10-19	Heterosexual	New York	College	Computer	Single	1-3 yr
id82251	0	37	Male	NA	Heterosexual	Ohio	Masters	Computer	Married	1-3 yr
id80764	0	26	Male	$10-19	Heterosexual	Indiana	Masters	Education	Single	1-3 yr
id84046	0	61	Male	$40-49	Heterosexual	Florida	College	Other	Married	1-3 yr
id78961	0	22	Male	$20-29	Gay male	Maryland	Some College	Computer	Single	4-6 yr
id90286	0	38	Female	$50-74	Lesbian	New York	Professional	Professional	NA	1-3 yr
id63869	0	31	Male	$30-39	Heterosexual	Texas	High School	Computer	Married	4-6 yr
id72285	0	45	Male	Over $100	Transgender	California	Some College	Professional	Divorced	1-3 yr
id84279	0	17	Male	Over $100	Heterosexual	Michigan	High School	Education	Single	4-6 yr
id87298	0	35	Male	$40-49	Heterosexual	Massachusetts	High School	Management	Married	4-6 yr
id84280	0	27	Female	Over $100	Heterosexual	Washington D.C.	College	Computer	Other	1-3 yr
id84432	1	25	Female	NA	Heterosexual	Sweden	Masters	Other	Single	Under 6 mo
id86909	0	25	Male	Under $10	Heterosexual	Georgia	Masters	Other	Single	4-6 yr
id76694	0	24	Male	$10-19	Heterosexual	Manitoba	College	Computer	Other	4-6 yr
id82425	1	50	Female	NA	na	Wisconsin	Some College	Other	Married	Under 6 mo
id82428	0	27	Male	$50-74	Heterosexual	Ohio	Some College	Computer	Married	Over 7 yr
id82429	0	37	Female	$20-29	Lesbian	Hawaii	Some College	Education	Single	4-6 yr
id82430	1	43	Female	$50-74	Heterosexual	Iowa	Special	Other	Married	Under 6 mo
id82433	0	50	Male	NA	Heterosexual	Australia	Doctoral	Professional	Married	4-6 yr
id82443	0	24	Female	$40-49	Heterosexual	California	Some College	Computer	Married	4-6 yr
id72790	0	70	Male	NA	Heterosexual	Colorado	Doctoral	Education	Married	4-6 yr
id82431	0	26	Male	$30-39	Heterosexual	Virginia	Some College	Education	Single	1-3 yr
